domaine,universite,etablissement,code_specialite,specialite,score_2023,score_2024,score_2025
آداب,جامعة المنستير,المعهد العالي للفنون و الحرف بالمهدية,36209,اجازة  في تصميم الصورة,111.76,112.4303,114.355
آداب,جامعة القيروان,كلية اداب  والعلوم انسانية  بالقيروان,70101,اجازة  في العربية,87.585,84.5799,90.383
آداب,جامعة القيروان,كلية اداب  والعلوم انسانية  بالقيروان,70102,اجازة  في انقليزية,70.9115,71.7801,70.1802
آداب,جامعة القيروان,كلية اداب  والعلوم انسانية  بالقيروان,70103,اجازة  في الفرنسية,75.0718,76.098,69.7302
آداب,جامعة القيروان,كلية اداب  والعلوم انسانية  بالقيروان,70122,اجازة  في الفـلســفــة,86.955,76.5119,84.7332
آداب,جامعة القيروان,كلية اداب  والعلوم انسانية  بالقيروان,70147,اجازة  في الترجمة,72.8028,73.6203,70.0974
آداب,جامعة القيروان,كلية اداب  والعلوم انسانية  بالقيروان,70167,اجازة  في  اثار,82.3587,82.5525,82.7702
آداب,جامعة القيروان,المعهد العالي للفنون والحرف بالقيروان,70202,اجازة  في الفنون التشكيلية,76.3132,80.5633,75.8231
آداب,جامعة القيروان,المعهد العالي للفنون والحرف بالقيروان,70207,اجازة  في تصميم الفضاء,106.86,111.0874,111.9595
آداب,جامعة القيروان,المعهد العالي للفنون والحرف بالقيروان,70208,اجازة  في تصميم المنتوج,101.6145,95.4368,99.735
آداب,جامعة القيروان,المعهد العالي للفنون والحرف بالقيروان,70209,اجازة  في تصميم الصورة,100.2948,102.515,99.5734
آداب,جامعة القيروان,المعهد العالي للدراسات القانونية والسياسية  بالقيروان,70301,اجازة  في القانون,99.3175,100.2305,100.865
آداب,جامعة القيروان,المعهد العالي للفنون و الحرف بالقصرين,73202,اجازة  في الفنون التشكيلية,86.208,83.5049,87.2017
آداب,جامعة القيروان,المعهد العالي للفنون و الحرف بالقصرين,73207,اجازة  في تصميم الفضاء,102.9967,129.1169,117.5449
آداب,جامعة القيروان,المعهد العالي للفنون و الحرف بالقصرين,73208,اجازة  في تصميم المنتوج,100.7922,91.0716,104.202
آداب,جامعة القيروان,المعهد العالي للدراسات التطبيقية في انسانيات  بسبيطلة,73102,اجازة  في انقليزية,89.7735,74.1383,72.11
آداب,جامعة القيروان,المعهد العالي للدراسات التطبيقية في انسانيات  بسبيطلة,73440,اجازة  في التنشيط السياحي,98.0727,100.3617,101.5575
آداب,جامعة القيروان,المعهد العالي للدراسات التطبيقية في انسانيات  بسبيطلة,73477,اجازة  في التربية والتعليم,101.5767,117.21,126.665
آداب,جامعة القيروان,المعهد العالي للفنون والحرف بسيدي بوزيد,75202,اجازة  في الفنون التشكيلية,80.1449,73.2567,95.0283
آداب,جامعة القيروان,المعهد العالي للفنون والحرف بسيدي بوزيد,75207,اجازة  في تصميم الفضاء,102.7539,101.955,118.135
آداب,جامعة القيروان,المعهد العالي للفنون والحرف بسيدي بوزيد,75208,اجازة  في تصميم المنتوج,100.2418,83.3451,116.6782
آداب,جامعة القيروان,المعهد العالي للفنون والحرف بسيدي بوزيد,75209,اجازة  في تصميم الصورة,97.375,83.0086,113.3398
آداب,جامعة القيروان,كلية العلوم و التقنيات بسيدي بوزيد,75842,اجازة  في التكنولوجيات الغذائية والمحيط,88.675,85.185,99.1934
آداب,جامعة قفصة,المعهد العالي للدراسات التطبيقية في انسانيات  بقفصة,60101,اجازة  في العربية,87.4888,89.1117,96.5177
آداب,جامعة قفصة,المعهد العالي للدراسات التطبيقية في انسانيات  بقفصة,60102,اجازة  في انقليزية,73.4884,76.6386,74.0585
آداب,جامعة قفصة,المعهد العالي للدراسات التطبيقية في انسانيات  بقفصة,60103,اجازة  في الفرنسية,73.5515,69.9468,79.132
آداب,جامعة قفصة,المعهد العالي للدراسات التطبيقية في انسانيات  بقفصة,60120,اجازة  في عـلــم اجتماع,101.0669,100.3446,108.2519
آداب,جامعة قفصة,المعهد العالي للفنون و الحرف بقفصة,60201,اجازة  في الموسيقى و العلوم الموسيقية,88.0326,84.6014,99.8024
آداب,جامعة قفصة,المعهد العالي للفنون و الحرف بقفصة,60207,اجازة  في تصميم الفضاء,104.225,112.59,115.7312
آداب,جامعة قفصة,المعهد العالي للفنون و الحرف بقفصة,60208,اجازة  في تصميم المنتوج,96.9454,97.2852,107.665
آداب,جامعة قفصة,المعهد العالي للفنون و الحرف بقفصة,60209,اجازة  في تصميم الصورة,97.02,104.5087,108.145
آداب,جامعة قفصة,المعهد العالي للدراسات التطبيقية في انسانيات  بتوزر,63103,اجازة  في الفرنسية,78.0918,84.3766,71.5834
آداب,جامعة قفصة,المعهد العالي للدراسات التطبيقية في انسانيات  بتوزر,63477,اجازة  في التربية والتعليم,99.8884,114.5,125.705
آداب,جامعة قفصة,المعهد العالي للعلوم اجتماعية  والتربية بقفصة,60477,اجازة  في التربية والتعليم,102.765,116.21,127.675
آداب,جامعة قفصة,المعهد العالي للرياضة و التربية البدنية بقفصة,60450,اجازة  في علوم وتقنيات انشطة  البدنية  والرياضة,135.4085,144.2628,138.7469
آداب,جامعة قفصة,المدرسة العليا لعلوم و تقنيات الصحة بقفصة,60760,اجازة  في  الرعاية الصحية استعجالية   وانعاش,,130.005,141.7001
رياضيات,جامعة تونس,كلية العلوم انسانية  واجتماعية  بتونس,10102,اجازة  في انقليزية,155.2196,110.4043,136.07
رياضيات,جامعة تونس,كلية العلوم انسانية  واجتماعية  بتونس,10120,اجازة  في عـلــم اجتماع,128.3947,121.3701,107.4029
رياضيات,جامعة تونس,كلية العلوم انسانية  واجتماعية  بتونس,10121,اجازة   في علم النـفـــس,150.845,152.645,159.315
رياضيات,جامعة تونس,المعهد العالى للفنون الجميلة بتونس,10202,اجازة  في الفنون التشكيلية,96.57,109.1318,114.4098
رياضيات,جامعة تونس,المعهد العالى للفنون الجميلة بتونس,10207,اجازة  في تصميم الفضاء,141.7536,145.3595,94.66
رياضيات,جامعة تونس,المعهد العالي للموسيقى بتونس,10201,اجازة  في الموسيقى و العلوم الموسيقية,107.0962,125.98,130.5989
رياضيات,جامعة تونس,المعهد التحضيري للدراسات الهندسية بتونس,10522,مرحلة تحضيرية علمية,160.47,159.065,120.61
رياضيات,جامعة تونس,المعهد العالي للتصرف بتونس,10311,اجازة  في إعلامية  التـصـرف,169.11,173.3721,111.0019
رياضيات,جامعة تونس,المعهد العالي للتصرف بتونس,10312,اجازة  في العلوم اقتصادية,138.87,147.8312,126.8111
رياضيات,جامعة تونس,المعهد العالي للتصرف بتونس,10318,اجازة  في علوم  التصرف,143.01,157.4024,104.2822
رياضيات,جامعة تونس,المدرسة العليا للعلوم اقتصادية  والتجارية بتونس,11311,اجازة  في إعلامية  التـصـرف,144.022,156.006,111.605
رياضيات,جامعة تونس,المدرسة العليا للعلوم اقتصادية  والتجارية بتونس,11312,اجازة  في العلوم اقتصادية,113.4896,128.43,93.5094
رياضيات,جامعة تونس,المدرسة العليا للعلوم اقتصادية  والتجارية بتونس,11318,اجازة  في علوم  التصرف,94.0958,134.804,105.0366
رياضيات,جامعة تونس,المعهد التحضيري للدراسات ادبية  والعلوم  انسانية  بتونس,10191,المرحلة التحضيرية للغات واداب:فرنسية,140.105,147.4775,131.575
رياضيات,جامعة تونس,المعهد التحضيري للدراسات ادبية  والعلوم  انسانية  بتونس,10192,المرحلة التحضيرية للغات واداب:انقليزية,165.5825,121.8325,128.7575
رياضيات,جامعة تونس,المعهد العالي للدراسات التطبيقية في انسانيات  بزغوان,24477,اجازة  في التربية والتعليم,101.925,117.23,130.975
رياضيات,جامعة تونس,المعهد العالي للهندسة الرقمية بتونس,11518,مرحلة تحضيرية مندمجة,,180.495,184.24
